"PointID","x","y","Pressure","Velocity_x","Velocity_y"
0, -1.000000000000000e+01, -6.000000000000000e+00, 4.638004043534982e-03, 1.000344588729251e+00, 0.000000000000000e+00
39, -1.000000000000000e+01, 6.000000000000000e+00, -5.056971285946853e-04, 1.000190139277462e+00, 0.000000000000000e+00
40, -9.591836734693878e+00, 5.999999999999999e+00, -5.759677523580599e-04, 1.000242787092160e+00, 0.000000000000000e+00
41, -9.183673469387756e+00, 6.000000000000000e+00, -6.183074637034824e-04, 1.000270847023689e+00, 0.000000000000000e+00
42, -8.775510204081634e+00, 6.000000000000000e+00, -6.224583711026449e-04, 1.000362602699414e+00, 0.000000000000000e+00
43, -8.367346938775512e+00, 6.000000000000000e+00, -8.583658549823950e-04, 1.000506081712371e+00, 0.000000000000000e+00
44, -7.959183673469387e+00, 6.000000000000000e+00, -9.459529478186426e-04, 1.000645996234278e+00, 0.000000000000000e+00
45, -7.551020408163264e+00, 6.000000000000000e+00, -1.101792986158939e-03, 1.000853197560566e+00, 0.000000000000000e+00
46, -7.142857142857144e+00, 6.000000000000000e+00, -1.408353772740404e-03, 1.001126342619696e+00, 0.000000000000000e+00
47, -6.734693877551020e+00, 6.000000000000001e+00, -1.633568689771971e-03, 1.001361835910866e+00, 0.000000000000000e+00
48, -6.326530612244898e+00, 6.000000000000000e+00, -1.908282353977323e-03, 1.001687050900159e+00, 0.000000000000000e+00
49, -5.918367346938776e+00, 6.000000000000000e+00, -2.316909832703230e-03, 1.002137589457458e+00, 0.000000000000000e+00
50, -5.510204081632653e+00, 6.000000000000000e+00, -2.686491450261164e-03, 1.002473145695983e+00, 0.000000000000000e+00
51, -5.102040816326530e+00, 6.000000000000000e+00, -3.116701778163983e-03, 1.002944744857174e+00, 0.000000000000000e+00
52, -4.693877551020408e+00, 6.000000000000000e+00, -3.527766318781983e-03, 1.003498046698651e+00, 0.000000000000000e+00
53, -4.285714285714286e+00, 6.000000000000000e+00, -4.145297328272114e-03, 1.004062259125674e+00, 0.000000000000000e+00
54, -3.877551020408163e+00, 6.000000000000000e+00, -4.622089079585820e-03, 1.004713613024282e+00, 0.000000000000000e+00
55, -3.469387755102041e+00, 6.000000000000000e+00, -5.328821619376715e-03, 1.005440061880672e+00, 0.000000000000000e+00
56, -3.061224489795919e+00, 6.000000000000000e+00, -5.878233048337392e-03, 1.006056082762646e+00, 0.000000000000000e+00
57, -2.653061224489796e+00, 6.000000000000000e+00, -6.521684074992234e-03, 1.006681720315562e+00, 0.000000000000000e+00
58, -2.244897959183674e+00, 6.000000000000000e+00, -7.215105738789037e-03, 1.007390138223984e+00, 0.000000000000000e+00
59, -1.836734693877551e+00, 6.000000000000000e+00, -7.983243148447549e-03, 1.008031082837643e+00, 0.000000000000000e+00
60, -1.428571428571428e+00, 6.000000000000000e+00, -8.434813904330768e-03, 1.008753466923181e+00, 0.000000000000000e+00
61, -1.020408163265305e+00, 6.000000000000000e+00, -8.942170193904590e-03, 1.009409266015300e+00, 0.000000000000000e+00
62, -6.122448979591830e-01, 6.000000000000000e+00, -9.448336239415597e-03, 1.009684928688123e+00, 0.000000000000000e+00
63, -2.040816326530610e-01, 6.000000000000000e+00, -9.784839779160105e-03, 1.010188547262061e+00, 0.000000000000000e+00
64, 2.040816326530610e-01, 6.000000000000000e+00, -9.845553261303494e-03, 1.010215823259011e+00, 0.000000000000000e+00
65, 6.122448979591830e-01, 6.000000000000000e+00, -1.013543402374000e-02, 1.010336004882768e+00, 0.000000000000000e+00
66, 1.020408163265307e+00, 6.000000000000000e+00, -9.788493682076904e-03, 1.010198594997947e+00, 0.000000000000000e+00
67, 1.428571428571427e+00, 6.000000000000000e+00, -9.693065131510855e-03, 1.009974468450396e+00, 0.000000000000000e+00
68, 1.836734693877551e+00, 6.000000000000000e+00, -9.073814876368354e-03, 1.009599459001739e+00, 0.000000000000000e+00
69, 2.244897959183674e+00, 6.000000000000000e+00, -8.921060867167903e-03, 1.008872760543825e+00, 0.000000000000000e+00
70, 2.653061224489797e+00, 6.000000000000000e+00, -8.031737801512459e-03, 1.008532690691719e+00, 0.000000000000000e+00
71, 3.061224489795919e+00, 6.000000000000000e+00, -7.401278498123226e-03, 1.007490761022024e+00, 0.000000000000000e+00
72, 3.469387755102041e+00, 6.000000000000000e+00, -7.313052715346656e-03, 1.006980675628493e+00, 0.000000000000000e+00
73, 3.877551020408163e+00, 6.000000000000000e+00, -6.345495125081777e-03, 1.006266284670253e+00, 0.000000000000000e+00
74, 4.285714285714286e+00, 6.000000000000000e+00, -5.971673939375884e-03, 1.005445551530656e+00, 0.000000000000000e+00
75, 4.693877551020408e+00, 6.000000000000000e+00, -5.133176736037297e-03, 1.004776175326101e+00, 0.000000000000000e+00
76, 5.102040816326529e+00, 6.000000000000000e+00, -4.773738849745718e-03, 1.004109171166765e+00, 0.000000000000000e+00
77, 5.510204081632654e+00, 6.000000000000000e+00, -3.973688172923229e-03, 1.003386667191163e+00, 0.000000000000000e+00
78, 5.918367346938776e+00, 6.000000000000000e+00, -3.538578673560827e-03, 1.002624015804716e+00, 0.000000000000000e+00
79, 6.326530612244898e+00, 6.000000000000000e+00, -3.001863145721889e-03, 1.001860790172310e+00, 0.000000000000000e+00
80, 6.734693877551020e+00, 6.000000000000000e+00, -2.598748737702717e-03, 1.001231374290461e+00, 0.000000000000000e+00
81, 7.142857142857142e+00, 6.000000000000000e+00, -1.883549706602565e-03, 1.000542306318688e+00, 0.000000000000000e+00
82, 7.551020408163264e+00, 6.000000000000000e+00, -1.802214644436269e-03, 9.995869701061257e-01, 0.000000000000000e+00
83, 7.959183673469390e+00, 6.000000000000000e+00, -1.066784678071736e-03, 9.993289686646823e-01, 0.000000000000000e+00
84, 8.367346938775512e+00, 6.000000000000000e+00, -6.108361462597957e-04, 9.984889730720088e-01, 0.000000000000000e+00
85, 8.775510204081634e+00, 6.000000000000000e+00, -4.368600314485233e-04, 9.978514402948627e-01, 0.000000000000000e+00
86, 9.183673469387756e+00, 6.000000000000000e+00, 1.599462479119188e-04, 9.973405834499685e-01, 0.000000000000000e+00
87, 9.591836734693878e+00, 6.000000000000000e+00, 4.010826514518867e-04, 9.968492367130057e-01, 0.000000000000000e+00
88, 1.000000000000000e+01, 6.000000000000000e+00, 7.014640018030174e-04, 9.964130743703544e-01, 0.000000000000000e+00
127, 1.000000000000000e+01, -6.000000000000000e+00, 9.538760638400151e-04, 1.006341508229466e+00, 0.000000000000000e+00
128, 9.591836734693878e+00, -5.999999999999999e+00, 1.708257074425627e-03, 1.006169700957872e+00, 0.000000000000000e+00
129, 9.183673469387756e+00, -6.000000000000000e+00, 1.694647414920669e-03, 1.005760311691157e+00, 0.000000000000000e+00
130, 8.775510204081634e+00, -6.000000000000000e+00, 2.335704833497817e-03, 1.005258857657997e+00, 0.000000000000000e+00
131, 8.367346938775512e+00, -6.000000000000000e+00, 2.838957072538173e-03, 1.004796346291736e+00, 0.000000000000000e+00
132, 7.959183673469387e+00, -6.000000000000000e+00, 3.163306701830616e-03, 1.004316059345982e+00, 0.000000000000000e+00
133, 7.551020408163264e+00, -6.000000000000000e+00, 3.466542587822531e-03, 1.003858664533401e+00, 0.000000000000000e+00
134, 7.142857142857144e+00, -6.000000000000000e+00, 3.947255316245246e-03, 1.003352555215171e+00, 0.000000000000000e+00
135, 6.734693877551020e+00, -6.000000000000001e+00, 4.338795374107544e-03, 1.002690729930434e+00, 0.000000000000000e+00
136, 6.326530612244898e+00, -6.000000000000000e+00, 4.683767710174806e-03, 1.002001046116516e+00, 0.000000000000000e+00
137, 5.918367346938776e+00, -6.000000000000000e+00, 5.215026395764388e-03, 1.001307572341967e+00, 0.000000000000000e+00
138, 5.510204081632653e+00, -6.000000000000000e+00, 5.809035907440423e-03, 1.000718796527855e+00, 0.000000000000000e+00
139, 5.102040816326530e+00, -6.000000000000000e+00, 6.328066484652178e-03, 1.000097999992765e+00, 0.000000000000000e+00
140, 4.693877551020408e+00, -6.000000000000000e+00, 6.830196979206048e-03, 9.993822690058425e-01, 0.000000000000000e+00
141, 4.285714285714286e+00, -6.000000000000000e+00, 7.487669778304553e-03, 9.985934976570868e-01, 0.000000000000000e+00
142, 3.877551020408163e+00, -6.000000000000000e+00, 7.964813471666256e-03, 9.978455072760331e-01, 0.000000000000000e+00
143, 3.469387755102041e+00, -6.000000000000000e+00, 8.588737747430545e-03, 9.971777220032859e-01, 0.000000000000000e+00
144, 3.061224489795919e+00, -6.000000000000000e+00, 9.200922326550802e-03, 9.965284987158880e-01, 0.000000000000000e+00
145, 2.653061224489796e+00, -6.000000000000000e+00, 9.543207920598115e-03, 9.958469077647524e-01, 0.000000000000000e+00
146, 2.244897959183674e+00, -6.000000000000000e+00, 1.025480419484414e-02, 9.951949080539474e-01, 0.000000000000000e+00
147, 1.836734693877551e+00, -6.000000000000000e+00, 1.048369367993967e-02, 9.946146702541526e-01, 0.000000000000000e+00
148, 1.428571428571428e+00, -6.000000000000000e+00, 1.120444424237570e-02, 9.942062742303355e-01, 0.000000000000000e+00
149, 1.020408163265305e+00, -6.000000000000000e+00, 1.126419214664921e-02, 9.938593154327915e-01, 0.000000000000000e+00
150, 6.122448979591830e-01, -6.000000000000000e+00, 1.197203180854188e-02, 9.935491923416526e-01, 0.000000000000000e+00
151, 2.040816326530610e-01, -6.000000000000000e+00, 1.175044627177780e-02, 9.935943884022220e-01, 0.000000000000000e+00
152, -2.040816326530610e-01, -6.000000000000000e+00, 1.166421874816639e-02, 9.935205414578822e-01, 0.000000000000000e+00
153, -6.122448979591830e-01, -6.000000000000000e+00, 1.176279734956060e-02, 9.936600303689705e-01, 0.000000000000000e+00
154, -1.020408163265307e+00, -6.000000000000000e+00, 1.141796961535424e-02, 9.938560616932488e-01, 0.000000000000000e+00
155, -1.428571428571427e+00, -6.000000000000000e+00, 1.135128705606327e-02, 9.940790967309113e-01, 0.000000000000000e+00
156, -1.836734693877551e+00, -6.000000000000000e+00, 1.079539763541629e-02, 9.944037946404521e-01, 0.000000000000000e+00
157, -2.244897959183674e+00, -6.000000000000000e+00, 1.056727891624094e-02, 9.948709690306825e-01, 0.000000000000000e+00
158, -2.653061224489797e+00, -6.000000000000000e+00, 1.017494485693364e-02, 9.953084908506442e-01, 0.000000000000000e+00
159, -3.061224489795919e+00, -6.000000000000000e+00, 9.539242763629219e-03, 9.958407177929390e-01, 0.000000000000000e+00
160, -3.469387755102041e+00, -6.000000000000000e+00, 9.289918308460435e-03, 9.962436232162358e-01, 0.000000000000000e+00
161, -3.877551020408163e+00, -6.000000000000000e+00, 8.676900636697495e-03, 9.967350349254611e-01, 0.000000000000000e+00
162, -4.285714285714286e+00, -6.000000000000000e+00, 8.155021599967057e-03, 9.972532440747391e-01, 0.000000000000000e+00
163, -4.693877551020408e+00, -6.000000000000000e+00, 7.828511438763262e-03, 9.977240975944435e-01, 0.000000000000000e+00
164, -5.102040816326529e+00, -6.000000000000000e+00, 7.304418022403170e-03, 9.982059960123602e-01, 0.000000000000000e+00
165, -5.510204081632654e+00, -6.000000000000000e+00, 6.950360135438624e-03, 9.985876810293259e-01, 0.000000000000000e+00
166, -5.918367346938776e+00, -6.000000000000000e+00, 6.500405127879452e-03, 9.989001866203451e-01, 0.000000000000000e+00
167, -6.326530612244898e+00, -6.000000000000000e+00, 6.262376228158695e-03, 9.992134531747718e-01, 0.000000000000000e+00
168, -6.734693877551020e+00, -6.000000000000000e+00, 6.005250692891296e-03, 9.995118557095330e-01, 0.000000000000000e+00
169, -7.142857142857142e+00, -6.000000000000000e+00, 5.702168120368107e-03, 9.997930458805282e-01, 0.000000000000000e+00
170, -7.551020408163264e+00, -6.000000000000000e+00, 5.484764158608393e-03, 1.000011772181288e+00, 0.000000000000000e+00
171, -7.959183673469390e+00, -6.000000000000000e+00, 5.207660317904197e-03, 1.000171890685572e+00, 0.000000000000000e+00
172, -8.367346938775512e+00, -6.000000000000000e+00, 5.180048116928738e-03, 1.000309443632676e+00, 0.000000000000000e+00
173, -8.775510204081634e+00, -6.000000000000000e+00, 4.897485073030221e-03, 1.000393885142080e+00, 0.000000000000000e+00
174, -9.183673469387756e+00, -6.000000000000000e+00, 4.958225785432469e-03, 1.000432976356254e+00, 0.000000000000000e+00
175, -9.591836734693878e+00, -6.000000000000000e+00, 4.739130198788556e-03, 1.000426337267770e+00, 0.000000000000000e+00
176, 1.008059296026790e+00, -4.444942880130567e-02, -7.504943110388820e-02, -3.962236296362619e-03, -4.528856810387837e-02
177, 1.003171874236027e+00, -4.339438935219568e-02, 3.264400845355142e-01, 4.014396045381146e-01, -8.665808627874565e-02
178, 9.983244240708929e-01, -4.234797851008710e-02, 2.043308746865911e-01, 5.994020964076769e-01, -1.333296361937308e-01
